date,value,,TAVG,TMAX,TMIN
1/8/1942,-13.8,,-13.8,,
1/9/1942,-14.5,,-14.5,,
1/10/1942,-8.6,,-8.6,,
1/11/1942,-15.1,,-15.1,,
1/12/1942,-8.8,,-8.8,,
1/13/1942,-3.7,,-3.7,,
1/14/1942,-13.3,,-13.3,,
1/17/1942,-4.2,,-4.2,,
1/18/1942,0.7,,0.7,,
1/19/1942,4.9,,4.9,,
1/20/1942,3.5,,3.5,,
1/21/1942,1.1,,1.1,,
1/22/1942,-2,,-2,,
1/23/1942,0.9,,0.9,,
1/24/1942,5.3,,5.3,,
1/25/1942,0.4,,0.4,,
1/26/1942,-0.6,,-0.6,,
1/27/1942,-0.6,,-0.6,,
1/28/1942,1.1,,1.1,,
1/29/1942,-5.3,,-5.3,,
1/30/1942,-8.2,,-8.2,,
1/31/1942,-3.1,,-3.1,,
2/1/1942,1.4,,1.4,,
2/2/1942,-7.4,,-7.4,,
2/3/1942,-13.9,,-13.9,,
2/4/1942,-11.6,,-11.6,,
2/5/1942,-5.7,,-5.7,,
2/6/1942,-0.2,,-0.2,,
2/7/1942,0.4,,0.4,,
2/8/1942,0.6,,0.6,,
2/9/1942,-8.4,,-8.4,,
2/10/1942,-6.6,,-6.6,,
2/11/1942,-4.9,,-4.9,,
2/12/1942,-6.6,,-6.6,,
2/13/1942,-8.6,,-8.6,,
2/14/1942,-3.2,,-3.2,,
2/15/1942,0.1,,0.1,,
2/16/1942,-1.6,,-1.6,,
2/17/1942,2.7,,2.7,,
2/18/1942,1.8,,1.8,,
2/19/1942,-3.2,,-3.2,,
2/20/1942,-9.6,,-9.6,,
2/21/1942,-9.8,,-9.8,,
2/22/1942,-5.4,,-5.4,,
2/23/1942,-1.1,,-1.1,,
2/24/1942,-3.8,,-3.8,,
2/25/1942,-1.4,,-1.4,,
2/26/1942,-1.8,,-1.8,,
2/27/1942,-1.4,,-1.4,,
2/28/1942,1.7,,1.7,,
3/1/1942,3.7,,3.7,,
3/2/1942,3.8,,3.8,,
3/3/1942,4.2,,4.2,,
3/4/1942,3.5,,3.5,,
3/5/1942,3.7,,3.7,,
3/6/1942,2.9,,2.9,,
3/7/1942,3.5,,3.5,,
3/8/1942,7.6,,7.6,,
3/9/1942,11.2,,11.2,,
3/10/1942,3.7,,3.7,,
3/11/1942,3.3,,3.3,,
3/12/1942,3.9,,3.9,,
3/13/1942,3.9,,3.9,,
3/14/1942,1.7,,1.7,,
3/15/1942,0.9,,0.9,,
3/16/1942,3.6,,3.6,,
3/17/1942,2.2,,2.2,,
3/18/1942,5.8,,5.8,,
3/19/1942,4.8,,4.8,,
3/20/1942,4.1,,4.1,,
3/21/1942,3.6,,3.6,,
3/22/1942,5.5,,5.5,,
3/23/1942,2.3,,2.3,,
3/24/1942,2.1,,2.1,,
3/25/1942,3.5,,3.5,,
3/26/1942,5.7,,5.7,,
3/27/1942,6.3,,6.3,,
3/28/1942,4.9,,4.9,,
3/29/1942,2.8,,2.8,,
3/30/1942,1.9,,1.9,,
3/31/1942,4.1,,4.1,,
4/1/1942,5.2,,5.2,,
4/2/1942,7.9,,7.9,,
4/3/1942,13.3,,13.3,,
4/4/1942,10.2,,10.2,,
4/5/1942,6.7,,6.7,,
4/6/1942,14.5,,14.5,,
4/7/1942,14.9,,14.9,,
4/8/1942,9.4,,9.4,,
4/9/1942,5.1,,5.1,,
4/10/1942,0.9,,0.9,,
4/11/1942,0.9,,0.9,,
4/12/1942,3.9,,3.9,,
4/13/1942,5.8,,5.8,,
4/14/1942,7.4,,7.4,,
4/15/1942,12.7,,12.7,,
4/16/1942,13.9,,13.9,,
4/17/1942,10.3,,10.3,,
4/18/1942,9.8,,9.8,,
4/19/1942,7.7,,7.7,,
4/20/1942,7,,7,,
4/21/1942,6.8,,6.8,,
4/22/1942,10.8,,10.8,,
4/23/1942,14.9,,14.9,,
4/24/1942,15.9,,15.9,,
4/25/1942,16.2,,16.2,,
4/26/1942,17.7,,17.7,,
4/27/1942,12.6,,12.6,,
4/28/1942,9.1,,9.1,,
4/29/1942,11.6,,11.6,,
4/30/1942,19.6,,19.6,,
5/1/1942,20.6,,20.6,,
5/2/1942,15.2,,15.2,,
5/3/1942,18,,18,,
5/4/1942,20.1,,20.1,,
5/5/1942,15.2,,15.2,,
5/6/1942,11.8,,11.8,,
5/7/1942,9.1,,9.1,,
5/8/1942,11.5,,11.5,,
5/9/1942,10.4,,10.4,,
5/10/1942,12.4,,12.4,,
5/11/1942,11.4,,11.4,,
5/12/1942,12.2,,12.2,,
5/13/1942,19.2,,19.2,,
5/14/1942,18.8,,18.8,,
5/15/1942,17.6,,17.6,,
5/16/1942,17.9,,17.9,,
5/17/1942,16.4,,16.4,,
5/18/1942,14.9,,14.9,,
5/19/1942,17.3,,17.3,,
5/20/1942,16.9,,16.9,,
5/21/1942,16.2,,16.2,,
5/22/1942,18.1,,18.1,,
5/23/1942,18.9,,18.9,,
5/24/1942,18.6,,18.6,,
5/25/1942,16.7,,16.7,,
5/26/1942,17.3,,17.3,,
5/27/1942,17.8,,17.8,,
5/28/1942,16.2,,16.2,,
5/29/1942,18.3,,18.3,,
5/30/1942,22.9,,22.9,,
5/31/1942,19.5,,19.5,,
6/1/1942,15,,15,,
6/2/1942,11.8,,11.8,,
6/3/1942,12.4,,12.4,,
6/4/1942,15.7,,15.7,,
6/5/1942,19.2,,19.2,,
6/6/1942,20.1,,20.1,,
6/7/1942,21.3,,21.3,,
6/8/1942,21.4,,21.4,,
6/9/1942,21.1,,21.1,,
6/10/1942,20.6,,20.6,,
6/11/1942,23.8,,23.8,,
6/12/1942,24.2,,24.2,,
6/13/1942,25.1,,25.1,,
6/14/1942,23.4,,23.4,,
6/15/1942,19.3,,19.3,,
6/16/1942,19,,19,,
6/17/1942,16.6,,16.6,,
6/18/1942,16.2,,16.2,,
6/19/1942,21.1,,21.1,,
6/20/1942,23.7,,23.7,,
6/21/1942,18.4,,18.4,,
6/22/1942,21.1,,21.1,,
6/23/1942,20.1,,20.1,,
6/24/1942,19.1,,19.1,,
6/25/1942,18.2,,18.2,,
6/26/1942,19.9,,19.9,,
6/27/1942,21.4,,21.4,,
6/28/1942,19.1,,19.1,,
6/29/1942,21.1,,21.1,,
6/30/1942,22.8,,22.8,,
7/1/1942,22.1,,22.1,,
7/2/1942,20.2,,20.2,,
7/3/1942,21.9,,21.9,,
7/4/1942,23.7,,23.7,,
7/5/1942,24.3,,24.3,,
7/6/1942,23.6,,23.6,,
7/7/1942,18.6,,18.6,,
7/8/1942,19.7,,19.7,,
7/9/1942,18.8,,18.8,,
7/10/1942,18.7,,18.7,,
7/11/1942,18.4,,18.4,,
7/12/1942,21.1,,21.1,,
7/13/1942,23.4,,23.4,,
7/14/1942,25.9,,25.9,,
7/15/1942,22.3,,22.3,,
7/16/1942,20.4,,20.4,,
7/17/1942,21.3,,21.3,,
7/18/1942,21.4,,21.4,,
7/19/1942,24.2,,24.2,,
7/20/1942,26.1,,26.1,,
7/21/1942,24.4,,24.4,,
7/22/1942,23.4,,23.4,,
7/23/1942,20.6,,20.6,,
7/24/1942,22.9,,22.9,,
7/25/1942,25.4,,25.4,,
7/26/1942,23.8,,23.8,,
7/27/1942,20.2,,20.2,,
7/28/1942,22.4,,22.4,,
7/29/1942,24.6,,24.6,,
7/30/1942,20.7,,20.7,,
7/31/1942,18.2,,18.2,,
8/1/1942,22.9,,22.9,,
8/2/1942,22,,22,,
8/3/1942,24.2,,24.2,,
8/4/1942,20.4,,20.4,,
8/5/1942,18.8,,18.8,,
8/6/1942,17.8,,17.8,,
8/7/1942,18.8,,18.8,,
8/8/1942,19.5,,19.5,,
8/9/1942,18.2,,18.2,,
8/10/1942,19.6,,19.6,,
8/11/1942,22.6,,22.6,,
8/12/1942,22.2,,22.2,,
8/13/1942,21.4,,21.4,,
8/14/1942,22.7,,22.7,,
8/15/1942,24.3,,24.3,,
8/16/1942,24.3,,24.3,,
8/17/1942,24.7,,24.7,,
8/18/1942,22.6,,22.6,,
8/19/1942,20.8,,20.8,,
8/20/1942,22.1,,22.1,,
8/21/1942,24.8,,24.8,,
8/22/1942,26.6,,26.6,,
8/23/1942,24.4,,24.4,,
8/24/1942,19.1,,19.1,,
8/25/1942,14.6,,14.6,,
8/26/1942,15.2,,15.2,,
8/27/1942,16.6,,16.6,,
8/28/1942,18.1,,18.1,,
8/29/1942,20.2,,20.2,,
8/30/1942,19,,19,,
8/31/1942,18,,18,,
9/1/1942,19.6,,19.6,,
9/2/1942,21.9,,21.9,,
9/3/1942,23.2,,23.2,,
9/4/1942,18.7,,18.7,,
9/5/1942,19.5,,19.5,,
9/6/1942,16.1,,16.1,,
9/7/1942,15.4,,15.4,,
9/8/1942,18.1,,18.1,,
9/9/1942,15.9,,15.9,,
9/10/1942,16.9,,16.9,,
9/11/1942,17.9,,17.9,,
9/12/1942,16.6,,16.6,,
9/13/1942,20.2,,20.2,,
9/14/1942,18.6,,18.6,,
9/15/1942,21.7,,21.7,,
9/16/1942,24.3,,24.3,,
9/17/1942,23.7,,23.7,,
9/18/1942,22,,22,,
9/19/1942,20.8,,20.8,,
9/20/1942,20.5,,20.5,,
9/21/1942,14,,14,,
9/22/1942,15.3,,15.3,,
9/23/1942,14.3,,14.3,,
9/24/1942,16.7,,16.7,,
9/25/1942,14.4,,14.4,,
9/26/1942,13.1,,13.1,,
9/27/1942,20,,20,,
9/28/1942,10.7,,10.7,,
9/29/1942,7.1,,7.1,,
9/30/1942,7.9,,7.9,,
10/1/1942,10.8,,10.8,,
10/2/1942,11.1,,11.1,,
10/3/1942,9.1,,9.1,,
10/4/1942,9.1,,9.1,,
10/5/1942,15.8,,15.8,,
10/6/1942,15.4,,15.4,,
10/7/1942,13.1,,13.1,,
10/8/1942,13.6,,13.6,,
10/9/1942,16.4,,16.4,,
10/10/1942,16.4,,16.4,,
10/11/1942,13.1,,13.1,,
10/12/1942,12.4,,12.4,,
10/13/1942,10,,10,,
10/14/1942,10.2,,10.2,,
10/15/1942,14.1,,14.1,,
10/16/1942,15.3,,15.3,,
10/17/1942,13,,13,,
10/18/1942,10.5,,10.5,,
10/19/1942,10.8,,10.8,,
10/20/1942,8.3,,8.3,,
10/21/1942,6.4,,6.4,,
10/22/1942,17.3,,17.3,,
10/23/1942,17.1,,17.1,,
10/24/1942,12.2,,12.2,,
10/25/1942,10.7,,10.7,,
10/26/1942,10.9,,10.9,,
10/27/1942,5.2,,5.2,,
10/28/1942,5.7,,5.7,,
10/29/1942,6,,6,,
10/30/1942,11,,11,,
10/31/1942,14.6,,14.6,,
11/1/1942,14.6,,14.6,,
11/2/1942,8.3,,8.3,,
11/3/1942,7.6,,7.6,,
11/4/1942,4.8,,4.8,,
11/5/1942,2.9,,2.9,,
11/6/1942,9.9,,9.9,,
11/7/1942,8.1,,8.1,,
11/8/1942,4.2,,4.2,,
11/9/1942,6.2,,6.2,,
11/10/1942,9.1,,9.1,,
11/11/1942,6.8,,6.8,,
11/12/1942,0.7,,0.7,,
11/13/1942,4.9,,4.9,,
11/14/1942,-2.7,,-2.7,,
11/15/1942,-2.4,,-2.4,,
11/16/1942,5,,5,,
11/17/1942,6.4,,6.4,,
11/18/1942,12,,12,,
11/19/1942,9.2,,9.2,,
11/20/1942,12.9,,12.9,,
11/21/1942,9.9,,9.9,,
11/22/1942,-0.2,,-0.2,,
11/23/1942,-2.2,,-2.2,,
11/24/1942,1.1,,1.1,,
11/25/1942,5.6,,5.6,,
11/26/1942,9.1,,9.1,,
11/27/1942,4.8,,4.8,,
11/28/1942,-0.1,,-0.1,,
11/29/1942,-0.9,,-0.9,,
11/30/1942,3.2,,3.2,,
12/1/1942,-1.2,,-1.2,,
12/2/1942,4.2,,4.2,,
12/3/1942,-2.2,,-2.2,,
12/4/1942,-3.4,,-3.4,,
12/5/1942,-0.9,,-0.9,,
12/6/1942,0.5,,0.5,,
12/7/1942,0.7,,0.7,,
12/8/1942,-1,,-1,,
12/9/1942,-3.8,,-3.8,,
12/10/1942,-1.6,,-1.6,,
12/11/1942,2.2,,2.2,,
12/12/1942,1.7,,1.7,,
12/13/1942,-2.5,,-2.5,,
12/14/1942,-7.4,,-7.4,,
12/15/1942,-2.6,,-2.6,,
12/16/1942,-4.3,,-4.3,,
12/17/1942,-14.2,,-14.2,,
12/18/1942,-7.3,,-7.3,,
12/19/1942,-11.2,,-11.2,,
12/20/1942,-20,,-20,,
12/21/1942,-17.4,,-17.4,,
12/22/1942,-10.9,,-10.9,,
12/23/1942,2.1,,2.1,,
12/24/1942,2.4,,2.4,,
12/25/1942,3.4,,3.4,,
12/26/1942,-0.2,,-0.2,,
12/27/1942,-5.4,,-5.4,,
12/28/1942,-0.2,,-0.2,,
12/29/1942,-0.1,,-0.1,,
12/30/1942,0.8,,0.8,,
12/31/1942,1,,1,,
1/1/1943,-1.3,,-1.3,,
1/2/1943,-3.7,,-3.7,,
1/3/1943,-3.3,,-3.3,,
1/4/1943,-4.7,,-4.7,,
1/5/1943,-9.7,,-9.7,,
1/6/1943,-9.6,,-9.6,,
1/7/1943,-7.1,,-7.1,,
1/8/1943,-8.5,,-8.5,,
1/9/1943,-9.9,,-9.9,,
1/10/1943,-9.2,,-9.2,,
1/11/1943,-6.8,,-6.8,,
1/12/1943,0.8,,0.8,,
1/13/1943,-5.1,,-5.1,,
1/14/1943,-5.8,,-5.8,,
1/15/1943,2.7,,2.7,,
1/16/1943,-2.4,,-2.4,,
1/17/1943,-1.3,,-1.3,,
1/18/1943,-0.7,,-0.7,,
1/19/1943,-0.9,,-0.9,,
1/20/1943,-8.9,,-8.9,,
1/21/1943,-11.4,,-11.4,,
1/22/1943,-13.6,,-13.6,,
1/23/1943,-8.1,,-8.1,,
1/24/1943,0.4,,0.4,,
1/25/1943,3,,3,,
1/26/1943,2.1,,2.1,,
1/27/1943,-3.8,,-3.8,,
1/28/1943,-5.5,,-5.5,,
1/29/1943,-3.4,,-3.4,,
1/30/1943,-4.9,,-4.9,,
1/31/1943,-2.2,,-2.2,,
2/1/1943,0.7,,0.7,,
2/2/1943,-2.1,,-2.1,,
2/3/1943,-5.3,,-5.3,,
2/4/1943,1.7,,1.7,,
2/5/1943,4.4,,4.4,,
2/6/1943,0.4,,0.4,,
2/7/1943,1.7,,1.7,,
2/8/1943,-0.1,,-0.1,,
2/9/1943,-2.2,,-2.2,,
2/10/1943,-5.2,,-5.2,,
2/11/1943,0.5,,0.5,,
2/12/1943,-3.9,,-3.9,,
2/13/1943,-7.3,,-7.3,,
2/14/1943,-6.1,,-6.1,,
2/15/1943,-21.1,,-21.1,,
2/16/1943,-24.3,,-24.3,,
2/17/1943,-10.9,,-10.9,,
2/18/1943,-8.6,,-8.6,,
2/19/1943,-2.5,,-2.5,,
2/20/1943,4.4,,4.4,,
2/21/1943,7.8,,7.8,,
2/22/1943,4.2,,4.2,,
2/23/1943,5.4,,5.4,,
2/24/1943,6.6,,6.6,,
2/25/1943,0.6,,0.6,,
2/26/1943,-6.3,,-6.3,,
2/27/1943,-2.9,,-2.9,,
2/28/1943,0.8,,0.8,,
3/1/1943,0.9,,0.9,,
3/2/1943,-3.3,,-3.3,,
3/3/1943,-6,,-6,,
3/4/1943,-11.2,,-11.2,,
3/5/1943,-2.1,,-2.1,,
3/6/1943,-3.4,,-3.4,,
3/7/1943,-0.7,,-0.7,,
3/8/1943,-7.3,,-7.3,,
3/9/1943,-9.3,,-9.3,,
3/10/1943,-1.8,,-1.8,,
3/11/1943,7.6,,7.6,,
3/12/1943,7.6,,7.6,,
3/13/1943,2.1,,2.1,,
3/14/1943,1.2,,1.2,,
3/15/1943,4.9,,4.9,,
3/16/1943,2.6,,2.6,,
3/17/1943,0.8,,0.8,,
3/18/1943,6.7,,6.7,,
3/19/1943,5.1,,5.1,,
3/20/1943,3.3,,3.3,,
3/21/1943,2.2,,2.2,,
3/22/1943,2.1,,2.1,,
3/23/1943,0.3,,0.3,,
3/24/1943,3.3,,3.3,,
3/25/1943,9.2,,9.2,,
3/26/1943,9.4,,9.4,,
3/27/1943,11.5,,11.5,,
3/28/1943,4.4,,4.4,,
3/29/1943,0.1,,0.1,,
3/30/1943,-0.3,,-0.3,,
3/31/1943,1.9,,1.9,,
4/1/1943,4.1,,4.1,,
4/2/1943,7.8,,7.8,,
4/3/1943,0.8,,0.8,,
4/4/1943,0.9,,0.9,,
4/5/1943,6.5,,6.5,,
4/6/1943,-2,,-2,,
4/7/1943,-0.9,,-0.9,,
4/8/1943,2.2,,2.2,,
4/9/1943,4.7,,4.7,,
4/10/1943,3.5,,3.5,,
4/11/1943,3.1,,3.1,,
4/12/1943,3.3,,3.3,,
4/13/1943,8.1,,8.1,,
4/14/1943,2.7,,2.7,,
4/15/1943,0.3,,0.3,,
4/16/1943,0.4,,0.4,,
4/17/1943,7.1,,7.1,,
4/18/1943,6.2,,6.2,,
4/19/1943,5.4,,5.4,,
4/20/1943,4.4,,4.4,,
4/21/1943,6.2,,6.2,,
4/22/1943,5.6,,5.6,,
4/23/1943,10.1,,10.1,,
4/24/1943,11.7,,11.7,,
4/25/1943,13.3,,13.3,,
4/26/1943,15.6,,15.6,,
4/27/1943,8.6,,8.6,,
4/28/1943,11.3,,11.3,,
4/29/1943,9.8,,9.8,,
4/30/1943,8.9,,8.9,,
5/1/1943,6.8,,6.8,,
5/2/1943,6.9,,6.9,,
5/3/1943,9.4,,9.4,,
5/4/1943,9.4,,9.4,,
5/5/1943,12,,12,,
5/6/1943,13,,13,,
5/7/1943,17.8,,17.8,,
5/8/1943,20.7,,20.7,,
5/9/1943,16.2,,16.2,,
5/10/1943,12.2,,12.2,,
5/11/1943,11.6,,11.6,,
5/12/1943,10.8,,10.8,,
5/13/1943,16.2,,16.2,,
5/14/1943,14.2,,14.2,,
5/15/1943,13.8,,13.8,,
5/16/1943,13.7,,13.7,,
5/17/1943,19.2,,19.2,,
5/18/1943,20.3,,20.3,,
5/19/1943,21.9,,21.9,,
5/20/1943,16.3,,16.3,,
5/21/1943,12.3,,12.3,,
5/22/1943,10.9,,10.9,,
5/23/1943,14.5,,14.5,,
5/24/1943,17.6,,17.6,,
5/25/1943,15.8,,15.8,,
5/26/1943,18.3,,18.3,,
5/27/1943,20.5,,20.5,,
5/28/1943,18.9,,18.9,,
5/29/1943,18.7,,18.7,,
5/30/1943,18.4,,18.4,,
5/31/1943,19.6,,19.6,,
6/1/1943,15.6,,15.6,,
6/2/1943,20.6,,20.6,,
6/3/1943,26.5,,26.5,,
6/4/1943,28.6,,28.6,,
6/5/1943,24.8,,24.8,,
6/6/1943,20.1,,20.1,,
6/7/1943,15.6,,15.6,,
6/8/1943,15.7,,15.7,,
6/9/1943,17.8,,17.8,,
6/10/1943,16.3,,16.3,,
6/11/1943,19.9,,19.9,,
6/12/1943,20.6,,20.6,,
6/13/1943,21.6,,21.6,,
6/14/1943,23.3,,23.3,,
6/15/1943,21.1,,21.1,,
6/16/1943,25.1,,25.1,,
6/17/1943,19.4,,19.4,,
6/18/1943,21.5,,21.5,,
6/19/1943,23.7,,23.7,,
6/20/1943,25.6,,25.6,,
6/21/1943,25.7,,25.7,,
6/22/1943,24.6,,24.6,,
6/23/1943,24.1,,24.1,,
6/24/1943,22.8,,22.8,,
6/25/1943,27.7,,27.7,,
6/26/1943,29,,29,,
6/27/1943,27.9,,27.9,,
6/28/1943,26.1,,26.1,,
6/29/1943,22.6,,22.6,,
6/30/1943,17.8,,17.8,,
7/1/1943,17.4,,17.4,,
7/2/1943,18.3,,18.3,,
7/3/1943,19.1,,19.1,,
7/4/1943,19.3,,19.3,,
7/5/1943,20.2,,20.2,,
7/6/1943,23.7,,23.7,,
7/7/1943,20.1,,20.1,,
7/8/1943,21.1,,21.1,,
7/9/1943,23.2,,23.2,,
7/10/1943,24.8,,24.8,,
7/11/1943,24.4,,24.4,,
7/12/1943,26.7,,26.7,,
7/13/1943,24.7,,24.7,,
7/14/1943,24.6,,24.6,,
7/15/1943,26.7,,26.7,,
7/16/1943,25.1,,25.1,,
7/17/1943,23,,23,,
7/18/1943,26.2,,26.2,,
7/19/1943,24.3,,24.3,,
7/20/1943,21.1,,21.1,,
7/21/1943,23.9,,23.9,,
7/22/1943,23.8,,23.8,,
7/23/1943,21.9,,21.9,,
7/24/1943,23.9,,23.9,,
7/25/1943,23.8,,23.8,,
7/26/1943,24.1,,24.1,,
7/27/1943,25.3,,25.3,,
7/28/1943,26.3,,26.3,,
7/29/1943,20.6,,20.6,,
7/30/1943,22.8,,22.8,,
7/31/1943,22.8,,22.8,,
8/1/1943,21.8,,21.8,,
8/2/1943,25.6,,25.6,,
8/3/1943,25.8,,25.8,,
8/4/1943,24.6,,24.6,,
8/5/1943,23.3,,23.3,,
8/6/1943,22.2,,22.2,,
8/7/1943,20.1,,20.1,,
8/8/1943,20.8,,20.8,,
8/9/1943,21.7,,21.7,,
8/10/1943,19.9,,19.9,,
8/11/1943,19.9,,19.9,,
8/12/1943,20.4,,20.4,,
8/13/1943,22.7,,22.7,,
8/14/1943,26.6,,26.6,,
8/15/1943,23.5,,23.5,,
8/16/1943,20.2,,20.2,,
8/17/1943,22.9,,22.9,,
8/18/1943,20.1,,20.1,,
8/19/1943,18.8,,18.8,,
8/20/1943,19.1,,19.1,,
8/21/1943,20.7,,20.7,,
8/22/1943,20.9,,20.9,,
8/23/1943,22.3,,22.3,,
8/24/1943,23.5,,23.5,,
8/25/1943,24.1,,24.1,,
8/26/1943,22.7,,22.7,,
8/27/1943,16.4,,16.4,,
8/28/1943,17.8,,17.8,,
8/29/1943,16.9,,16.9,,
8/30/1943,19.3,,19.3,,
8/31/1943,21.6,,21.6,,
9/1/1943,23.3,,23.3,,
9/2/1943,20.6,,20.6,,
9/3/1943,16.8,,16.8,,
9/4/1943,18.4,,18.4,,
9/5/1943,21,,21,,
9/6/1943,24.4,,24.4,,
9/7/1943,25.1,,25.1,,
9/8/1943,21.1,,21.1,,
9/9/1943,19.3,,19.3,,
9/10/1943,18.8,,18.8,,
9/11/1943,16.1,,16.1,,
9/12/1943,14.4,,14.4,,
9/13/1943,13.6,,13.6,,
9/14/1943,14.3,,14.3,,
9/15/1943,18.3,,18.3,,
9/16/1943,19.2,,19.2,,
9/17/1943,16.2,,16.2,,
9/18/1943,12.3,,12.3,,
9/19/1943,12.4,,12.4,,
9/20/1943,14.3,,14.3,,
9/21/1943,17.5,,17.5,,
9/22/1943,16.6,,16.6,,
9/23/1943,18.9,,18.9,,
9/24/1943,15.8,,15.8,,
9/25/1943,11.9,,11.9,,
9/26/1943,10.7,,10.7,,
9/27/1943,12.4,,12.4,,
9/28/1943,16.1,,16.1,,
9/29/1943,16.4,,16.4,,
9/30/1943,11.4,,11.4,,
10/1/1943,14.2,,14.2,,
10/2/1943,17.9,,17.9,,
10/3/1943,13.5,,13.5,,
10/4/1943,11.6,,11.6,,
10/5/1943,8.2,,8.2,,
10/6/1943,9.1,,9.1,,
10/7/1943,15,,15,,
10/8/1943,15.7,,15.7,,
10/9/1943,17.6,,17.6,,
10/10/1943,10.2,,10.2,,
10/11/1943,5.1,,5.1,,
10/12/1943,8.8,,8.8,,
10/13/1943,10.9,,10.9,,
10/14/1943,13.9,,13.9,,
10/15/1943,18.1,,18.1,,
10/16/1943,18.7,,18.7,,
10/17/1943,15.2,,15.2,,
10/18/1943,7.3,,7.3,,
10/19/1943,8,,8,,
10/20/1943,7.7,,7.7,,
10/21/1943,11.6,,11.6,,
10/22/1943,10.3,,10.3,,
10/23/1943,10.7,,10.7,,
10/24/1943,8.8,,8.8,,
10/25/1943,5.5,,5.5,,
10/26/1943,6.8,,6.8,,
10/27/1943,10.6,,10.6,,
10/28/1943,10.9,,10.9,,
10/29/1943,10.6,,10.6,,
10/30/1943,9.2,,9.2,,
10/31/1943,7.6,,7.6,,
11/1/1943,6.7,,6.7,,
11/2/1943,9.9,,9.9,,
11/3/1943,10.3,,10.3,,
11/4/1943,7.1,,7.1,,
11/5/1943,7.2,,7.2,,
11/6/1943,11.1,,11.1,,
11/7/1943,7.6,,7.6,,
11/8/1943,8,,8,,
11/9/1943,13.4,,13.4,,
11/10/1943,5.6,,5.6,,
11/11/1943,4.2,,4.2,,
11/12/1943,3.1,,3.1,,
11/13/1943,5.3,,5.3,,
11/14/1943,1.7,,1.7,,
11/15/1943,-0.9,,-0.9,,
11/16/1943,3.1,,3.1,,
11/17/1943,0.3,,0.3,,
11/18/1943,-1.7,,-1.7,,
11/19/1943,4.1,,4.1,,
11/20/1943,5.1,,5.1,,
11/21/1943,4.4,,4.4,,
11/22/1943,2.8,,2.8,,
11/23/1943,-0.2,,-0.2,,
11/24/1943,2.7,,2.7,,
11/25/1943,5.4,,5.4,,
11/26/1943,5.6,,5.6,,
11/27/1943,5.7,,5.7,,
11/28/1943,1.1,,1.1,,
11/29/1943,-2.2,,-2.2,,
11/30/1943,-0.6,,-0.6,,
12/1/1943,1.7,,1.7,,
12/2/1943,2.8,,2.8,,
12/3/1943,2.6,,2.6,,
12/4/1943,2.9,,2.9,,
12/5/1943,4.5,,4.5,,
12/6/1943,-0.5,,-0.5,,
12/7/1943,2,,2,,
12/8/1943,-2.8,,-2.8,,
12/9/1943,5.6,,5.6,,
12/10/1943,4.6,,4.6,,
12/11/1943,-6.4,,-6.4,,
12/12/1943,-6.9,,-6.9,,
12/13/1943,-5.4,,-5.4,,
12/14/1943,-9.2,,-9.2,,
12/15/1943,-8.6,,-8.6,,
12/16/1943,-10.5,,-10.5,,
12/17/1943,-6.8,,-6.8,,
12/18/1943,-2.2,,-2.2,,
12/19/1943,0.1,,0.1,,
12/20/1943,-0.4,,-0.4,,
12/21/1943,-0.1,,-0.1,,
12/22/1943,-0.7,,-0.7,,
12/23/1943,-10.4,,-10.4,,
12/24/1943,-12.9,,-12.9,,
12/25/1943,-6.5,,-6.5,,
12/26/1943,-5.2,,-5.2,,
12/27/1943,3.1,,3.1,,
12/28/1943,0.2,,0.2,,
12/29/1943,-8.6,,-8.6,,
12/30/1943,-7.8,,-7.8,,
12/31/1943,-6.3,,-6.3,,
1/1/1944,-1.4,,-1.4,,
1/2/1944,-6.2,,-6.2,,
1/3/1944,-3.3,,-3.3,,
1/4/1944,1.7,,1.7,,
1/5/1944,1.7,,1.7,,
1/6/1944,1.4,,1.4,,
1/7/1944,-1.7,,-1.7,,
1/8/1944,-8.6,,-8.6,,
1/9/1944,-10.9,,-10.9,,
1/10/1944,-4.7,,-4.7,,
1/11/1944,-4.9,,-4.9,,
1/12/1944,-2,,-2,,
1/13/1944,-4,,-4,,
1/14/1944,-2.9,,-2.9,,
1/15/1944,-1.9,,-1.9,,
1/16/1944,-3.4,,-3.4,,
1/17/1944,-9.3,,-9.3,,
1/18/1944,-4.7,,-4.7,,
1/19/1944,-2.8,,-2.8,,
1/20/1944,0.9,,0.9,,
1/21/1944,-0.8,,-0.8,,
1/22/1944,3.2,,3.2,,
1/23/1944,0.6,,0.6,,
1/24/1944,1,,1,,
1/25/1944,-1.9,,-1.9,,
1/26/1944,2.6,,2.6,,
1/27/1944,5.4,,5.4,,
1/28/1944,4.1,,4.1,,
1/29/1944,3,,3,,
1/30/1944,-1.8,,-1.8,,
1/31/1944,-5.3,,-5.3,,
2/1/1944,-3.4,,-3.4,,
2/2/1944,-7.6,,-7.6,,
2/3/1944,-0.8,,-0.8,,
2/4/1944,-1.2,,-1.2,,
2/5/1944,-3.4,,-3.4,,
2/6/1944,3,,3,,
2/7/1944,-5.1,,-5.1,,
2/8/1944,-5.2,,-5.2,,
2/9/1944,-9.1,,-9.1,,
2/10/1944,-3.8,,-3.8,,
2/11/1944,-7.9,,-7.9,,
2/12/1944,-7.8,,-7.8,,
2/13/1944,-9,,-9,,
