date,value,,TAVG,TMAX,TMIN
10/1/2012,15.25,,,21.1,9.4
10/2/2012,15.85,,,18.9,12.8
10/3/2012,17.5,,,20,15
10/4/2012,18.05,,,19.4,16.7
10/5/2012,18.35,,,25.6,11.1
10/6/2012,17.5,,,25.6,9.4
10/7/2012,8.35,,,12.8,3.9
10/8/2012,8.05,,,13.3,2.8
10/9/2012,11.1,,,14.4,7.8
10/10/2012,13.05,,,17.2,8.9
10/11/2012,9.45,,,15,3.9
10/12/2012,7.25,,,13.9,0.6
10/13/2012,5,,,12.8,-2.8
10/14/2012,14.2,,,20.6,7.8
10/15/2012,18.6,,,22.8,14.4
10/16/2012,8.3,,,14.4,2.2
10/17/2012,8.35,,,16.1,0.6
10/18/2012,11.4,,,20,2.8
10/19/2012,15.55,,,18.9,12.2
10/20/2012,17.25,,,23.9,10.6
10/21/2012,12.25,,,18.9,5.6
10/22/2012,15.25,,,19.4,11.1
10/23/2012,11.1,,,16.1,6.1
10/24/2012,11.65,,,13.3,10
10/25/2012,13.05,,,16.7,9.4
10/26/2012,15.55,,,18.9,12.2
10/27/2012,15.25,,,17.2,13.3
10/28/2012,11.95,,,13.9,10
10/29/2012,15.3,,,20,10.6
10/30/2012,15.3,,,18.9,11.7
10/31/2012,10.55,,,13.3,7.8
11/1/2012,9.2,,,12.8,5.6
11/2/2012,8.9,,,12.2,5.6
11/3/2012,6.95,,,11.1,2.8
11/4/2012,6.4,,,11.1,1.7
11/5/2012,2.5,,,7.2,-2.2
11/6/2012,-0.55,,,5.6,-6.7
11/7/2012,-0.55,,,1.7,-2.8
11/8/2012,3.05,,,6.1,0
11/9/2012,6.65,,,12.2,1.1
11/10/2012,9.45,,,15,3.9
11/11/2012,11.1,,,17.8,4.4
11/12/2012,11.1,,,18.3,3.9
11/13/2012,10,,,17.2,2.8
11/14/2012,3.6,,,8.3,-1.1
11/15/2012,2.5,,,7.2,-2.2
11/16/2012,3.05,,,8.3,-2.2
11/17/2012,3.9,,,10,-2.2
11/18/2012,2.75,,,9.4,-3.9
11/19/2012,2.75,,,9.4,-3.9
11/20/2012,3.35,,,10,-3.3
11/21/2012,5.55,,,11.1,0
11/22/2012,5,,,13.3,-3.3
11/23/2012,5,,,13.3,-3.3
11/24/2012,4.45,,,8.3,0.6
11/25/2012,1.65,,,4.4,-1.1
11/26/2012,2.25,,,7.8,-3.3
11/27/2012,-0.85,,,1.1,-2.8
11/28/2012,1.4,,,5,-2.2
11/29/2012,1.7,,,6.7,-3.3
11/30/2012,0.55,,,2.8,-1.7
12/1/2012,-1.4,,,-0.6,-2.2
12/2/2012,3.85,,,8.3,-0.6
12/3/2012,6.65,,,13.9,-0.6
12/4/2012,5.8,,,13.3,-1.7
12/5/2012,6.4,,,12.8,0
12/6/2012,-0.55,,,5,-6.1
12/7/2012,-0.85,,,5,-6.7
12/8/2012,5.3,,,6.7,3.9
12/9/2012,5,,,7.8,2.2
12/10/2012,7.5,,,11.7,3.3
12/11/2012,4.4,,,9.4,-0.6
12/12/2012,0.55,,,5,-3.9
12/13/2012,0.55,,,6.7,-5.6
12/14/2012,2.2,,,10,-5.6
12/15/2012,2.5,,,6.7,-1.7
12/16/2012,1.1,,,2.2,0
12/17/2012,1.1,,,2.2,0
12/18/2012,4.7,,,7.2,2.2
12/19/2012,4.7,,,7.2,2.2
12/20/2012,1.65,,,6.1,-2.8
12/21/2012,7.5,,,13.3,1.7
12/22/2012,1.1,,,3.3,-1.1
12/23/2012,2.25,,,5.6,-1.1
12/24/2012,-0.25,,,3.9,-4.4
12/25/2012,-0.3,,,3.3,-3.9
12/26/2012,-2.8,,,1.1,-6.7
12/27/2012,0,,,2.2,-2.2
12/28/2012,-2.25,,,1.1,-5.6
12/29/2012,-3.65,,,-0.6,-6.7
12/30/2012,-3.05,,,0,-6.1
12/31/2012,-3.6,,,1.7,-8.9
1/1/2013,-2.8,,,2.2,-7.8
1/2/2013,-5.85,,,-1.1,-10.6
1/3/2013,-10.55,,,-3.3,-17.8
1/4/2013,-0.3,,,3.3,-3.9
1/5/2013,-1.4,,,3.9,-6.7
1/6/2013,0.25,,,6.1,-5.6
1/7/2013,-2.25,,,3.3,-7.8
1/8/2013,0,,,7.8,-7.8
1/9/2013,-0.25,,,6.7,-7.2
1/10/2013,2.2,,,7.2,-2.8
1/11/2013,-1.65,,,1.7,-5
1/12/2013,2.8,,,5,0.6
1/13/2013,5.55,,,8.3,2.8
1/14/2013,8.05,,,13.3,2.8
1/15/2013,1.4,,,3.9,-1.1
1/16/2013,-0.25,,,0.6,-1.1
1/17/2013,0.25,,,4.4,-3.9
1/18/2013,-4.7,,,-2.2,-7.2
1/19/2013,1.1,,,7.8,-5.6
1/20/2013,4.15,,,11.1,-2.8
1/21/2013,-5,,,-2.2,-7.8
1/22/2013,-8.35,,,-5,-11.7
1/23/2013,-11.4,,,-7.8,-15
1/24/2013,-11.65,,,-6.1,-17.2
1/25/2013,-9.15,,,-5,-13.3
1/26/2013,-9.15,,,-3.9,-14.4
1/27/2013,-6.95,,,0,-13.9
1/28/2013,-5.55,,,-1.1,-10
1/29/2013,-1.1,,,1.1,-3.3
1/30/2013,6.95,,,13.3,0.6
1/31/2013,7.5,,,16.1,-1.1
2/1/2013,-3.05,,,0.6,-6.7
2/2/2013,-5.3,,,-0.6,-10
2/3/2013,-5,,,-0.6,-9.4
2/4/2013,-3.65,,,-0.6,-6.7
2/5/2013,-3.9,,,-1.7,-6.1
2/6/2013,-1.15,,,4.4,-6.7
2/7/2013,-4.15,,,0,-8.3
2/8/2013,-3.65,,,-0.6,-6.7
2/9/2013,-7.2,,,-3.3,-11.1
2/10/2013,-9.15,,,1.7,-20
2/11/2013,-2.25,,,4.4,-8.9
2/12/2013,3.35,,,5.6,1.1
2/13/2013,1.9,,,4.4,-0.6
2/14/2013,-0.25,,,5.6,-6.1
2/15/2013,2.75,,,8.3,-2.8
2/16/2013,0.85,,,3.9,-2.2
2/17/2013,-5.8,,,-2.2,-9.4
2/18/2013,-6.1,,,-1.1,-11.1
2/19/2013,0.3,,,6.7,-6.1
2/20/2013,-0.25,,,3.9,-4.4
2/21/2013,-4.15,,,-2.2,-6.1
2/22/2013,-1.15,,,4.4,-6.7
2/23/2013,1.1,,,2.2,0
2/24/2013,1.95,,,3.3,0.6
2/25/2013,1.4,,,5,-2.2
2/26/2013,1.65,,,5,-1.7
2/27/2013,3.1,,,5.6,0.6
2/28/2013,4.45,,,7.8,1.1
3/1/2013,4.45,,,7.8,1.1
3/2/2013,1.9,,,4.4,-0.6
3/3/2013,0.55,,,3.3,-2.2
3/4/2013,0.3,,,3.9,-3.3
3/5/2013,3.05,,,8.3,-2.2
3/6/2013,2.75,,,6.1,-0.6
3/7/2013,1.65,,,3.3,0
3/8/2013,2.5,,,5,0
3/9/2013,5.85,,,13.9,-2.2
3/10/2013,3.6,,,11.1,-3.9
3/11/2013,6.95,,,11.7,2.2
3/12/2013,8.3,,,12.2,4.4
3/13/2013,5,,,10.6,-0.6
3/14/2013,-0.55,,,1.7,-2.8
3/15/2013,0.85,,,6.1,-4.4
3/16/2013,0.85,,,3.9,-2.2
3/17/2013,-0.85,,,3.3,-5
3/18/2013,-2.5,,,2.8,-7.8
3/19/2013,0,,,1.7,-1.7
3/20/2013,-0.55,,,3.9,-5
3/21/2013,-1.95,,,2.2,-6.1
3/22/2013,-1.15,,,3.3,-5.6
3/23/2013,2.5,,,5.6,-0.6
3/24/2013,3.35,,,8.9,-2.2
3/25/2013,3.6,,,7.8,-0.6
3/26/2013,4.4,,,9.4,-0.6
3/27/2013,4.45,,,12.8,-3.9
3/28/2013,6.7,,,11.7,1.7
3/29/2013,7.25,,,13.9,0.6
3/30/2013,7.75,,,14.4,1.1
3/31/2013,5.55,,,13.9,-2.8
4/1/2013,8.35,,8.6,16.7,0
4/2/2013,1.45,,1.6,5.6,-2.7
4/3/2013,2.8,,2.3,7.2,-1.6
4/4/2013,5.3,,3.9,13.3,-2.7
4/5/2013,9.75,,7.5,16.7,2.8
4/6/2013,4.45,,4.7,9.4,-0.5
4/7/2013,5.85,,5.6,13.3,-1.6
4/8/2013,11.4,,10.8,20,2.8
4/9/2013,16.1,,15.8,22.8,9.4
4/10/2013,14.15,,14.1,19.4,8.9
4/11/2013,8.85,,10.9,14.4,3.3
4/12/2013,3.9,,4.6,5.6,2.2
4/13/2013,7.2,,5.9,12.2,2.2
4/14/2013,6.4,,7.7,12.2,0.6
4/15/2013,7.55,,6.4,15.6,-0.5
4/16/2013,10.8,,10.3,19.4,2.2
4/17/2013,13.9,,14.4,20,7.8
4/18/2013,9.45,,10.9,16.7,2.2
4/19/2013,14.45,,15.3,22.8,6.1
4/20/2013,10.25,,12.6,17.2,3.3
4/21/2013,6.1,,6.4,12.2,0
4/22/2013,7.5,,7.6,15,0
4/23/2013,5,,5.5,7.8,2.2
4/24/2013,14.75,,11.5,23.9,5.6
4/25/2013,11.1,,12.3,17.8,4.4
4/26/2013,9.7,,10.5,19.4,0
4/27/2013,10.55,,11.8,19.4,1.7
4/28/2013,13.05,,13.5,21.7,4.4
4/29/2013,13.85,,13.3,18.3,9.4
4/30/2013,15,,14.4,22.2,7.8
5/1/2013,12.5,,13.6,23.3,1.7
5/2/2013,15.55,,15.7,26.7,4.4
5/3/2013,13.35,,14.5,21.1,5.6
5/4/2013,14.45,,14.7,23.3,5.6
5/5/2013,11.65,,11.8,22.2,1.1
5/6/2013,14.45,,12.7,22.8,6.1
5/7/2013,16.4,,16.6,26.7,6.1
5/8/2013,17.8,,17.5,23.9,11.7
5/9/2013,15,,16,18.9,11.1
5/10/2013,18.9,,17.9,27.2,10.6
5/11/2013,17.5,,17.7,20,15
5/12/2013,15.25,,16.6,22.2,8.3
5/13/2013,9.7,,10,14.4,5
5/14/2013,9.75,,9.4,15.6,3.9
5/15/2013,8.35,,9.1,16.7,0
5/16/2013,18.3,,17.9,29.4,7.2
5/17/2013,15.25,,18.1,22.2,8.3
5/18/2013,13.6,,14.2,22.2,5
5/19/2013,12.5,,13.3,17.2,7.8
5/20/2013,21.35,,18.8,29.4,13.3
5/21/2013,23.05,,23.4,32.8,13.3
5/22/2013,18.9,,18,25,12.8
5/23/2013,20.55,,20.4,22.8,18.3
5/24/2013,13.9,,17.1,20,7.8
5/25/2013,7.8,,8.1,8.9,6.7
5/26/2013,11.15,,10.2,15.6,6.7
5/27/2013,14.15,,13.8,23.9,4.4
5/28/2013,14.2,,14.9,22.8,5.6
5/29/2013,20.8,,18,27.2,14.4
5/30/2013,25.25,,23.8,33.3,17.2
5/31/2013,26.65,,26.7,35,18.3
6/1/2013,26.1,,26.2,33.3,18.9
6/2/2013,25.3,,25.2,30.6,20
6/3/2013,21.1,,21.6,27.2,15
6/4/2013,16.65,,17.5,22.2,11.1
6/5/2013,17.2,,17.6,24.4,10
6/6/2013,16.1,,16.9,22.2,10
6/7/2013,13.6,,14.4,15,12.2
6/8/2013,18.35,,17.1,25.6,11.1
6/9/2013,20.25,,20.8,27.2,13.3
6/10/2013,17.25,,17.8,21.7,12.8
6/11/2013,17.75,,16.9,21.1,14.4
6/12/2013,17.5,,18.9,22.8,12.2
6/13/2013,12.8,,14.2,15,10.6
6/14/2013,17.25,,15.2,23.9,10.6
6/15/2013,18.65,,19.4,26.7,10.6
6/16/2013,18.35,,18.9,25.6,11.1
6/17/2013,23.1,,22.6,30.6,15.6
6/18/2013,20.55,,19.3,27.2,13.9
6/19/2013,18.6,,18.1,25,12.2
6/20/2013,18.05,,18.2,27.2,8.9
6/21/2013,21.9,,21.8,29.4,14.4
6/22/2013,23.05,,23.3,29.4,16.7
6/23/2013,25.3,,24.7,32.8,17.8
6/24/2013,27.75,,27.3,34.4,21.1
6/25/2013,26.35,,25.3,33.3,19.4
6/26/2013,25.85,,25.2,30.6,21.1
6/27/2013,23.85,,23.3,28.3,19.4
6/28/2013,24.7,,23.7,28.3,21.1
6/29/2013,25.25,,24.7,29.4,21.1
6/30/2013,26.15,,25,30.6,21.7
7/1/2013,24.15,,23.6,26.1,22.2
7/2/2013,26.4,,24.9,30,22.8
7/3/2013,26.95,,26,31.1,22.8
7/4/2013,27.5,,27.5,32.8,22.2
7/5/2013,28.35,,28.6,33.9,22.8
7/6/2013,28.9,,28.9,33.9,23.9
7/7/2013,28.6,,27.7,34.4,22.8
7/8/2013,26.95,,26.8,32.2,21.7
7/9/2013,24.75,,24.1,28.9,20.6
7/10/2013,26.7,,25.1,30.6,22.8
7/11/2013,25.55,,25.1,30,21.1
7/12/2013,24.15,,23.4,28.3,20
7/13/2013,22.8,,21.9,26.7,18.9
7/14/2013,27.75,,26.8,33.3,22.2
7/15/2013,28.6,,28.6,34.4,22.8
7/16/2013,27.75,,28.4,34.4,21.1
7/17/2013,28.05,,28.3,35,21.1
7/18/2013,29.75,,29.9,35.6,23.9
7/19/2013,30.25,,30.4,36.1,24.4
7/20/2013,27.5,,29.7,34.4,20.6
7/21/2013,25,,24.9,30.6,19.4
7/22/2013,24.75,,24.7,30.6,18.9
7/23/2013,26.95,,25.1,31.7,22.2
7/24/2013,22.5,,24.7,27.8,17.2
7/25/2013,16.9,,17.3,19.4,14.4
7/26/2013,20.85,,18.8,25,16.7
7/27/2013,21.9,,21.4,29.4,14.4
7/28/2013,21.95,,22.2,27.2,16.7
7/29/2013,25,,24.6,31.1,18.9
7/30/2013,21.4,,22.4,27.8,15
7/31/2013,21.95,,21.7,28.3,15.6
8/1/2013,21.1,,20.5,27.2,15
8/2/2013,23.35,,22.4,28.9,17.8
8/3/2013,22.2,,21.9,27.2,17.2
8/4/2013,20,,19.8,26.7,13.3
8/5/2013,18.35,,18.8,25,11.7
8/6/2013,18.9,,18.6,27.2,10.6
8/7/2013,20,,20.2,26.7,13.3
8/8/2013,25,,22.9,29.4,20.6
8/9/2013,24.45,,23.7,26.7,22.2
8/10/2013,22.5,,23.8,28.9,16.1
8/11/2013,19.45,,19.9,27.2,11.7
8/12/2013,22.2,,21.8,28.3,16.1
8/13/2013,21.35,,21.6,24.4,18.3
8/14/2013,18.35,,19.3,23.9,12.8
8/15/2013,18.9,,18.6,25.6,12.2
8/16/2013,18.6,,18.8,26.1,11.1
8/17/2013,20.55,,20.1,28.3,12.8
8/18/2013,20.3,,20.1,25.6,15
8/19/2013,21.15,,21.3,26.7,15.6
8/20/2013,22.8,,23,30.6,15
8/21/2013,23.35,,23.6,31.1,15.6
8/22/2013,22.75,,23.5,28.3,17.2
8/23/2013,21.95,,23,27.8,16.1
8/24/2013,18.65,,19.4,25.6,11.7
8/25/2013,19.45,,19.2,28.3,10.6
8/26/2013,21.95,,20.9,25,18.9
8/27/2013,25.3,,23.6,30,20.6
8/28/2013,24.45,,23.6,30.6,18.3
8/29/2013,21.95,,22.1,25,18.9
8/30/2013,23.6,,21.9,29.4,17.8
8/31/2013,23.9,,23.9,26.1,21.7
9/1/2013,23.9,,23.4,27.2,20.6
9/2/2013,23.35,,23.4,25.6,21.1
9/3/2013,20.6,,22.1,25.6,15.6
9/4/2013,20.55,,20.3,27.2,13.9
9/5/2013,17.75,,19.4,24.4,11.1
9/6/2013,14.15,,13.9,21.1,7.2
9/7/2013,17.2,,16.2,26.1,8.3
9/8/2013,17.5,,20.4,25.6,9.4
9/9/2013,14.15,,14.3,22.2,6.1
9/10/2013,20.85,,19.3,26.7,15
9/11/2013,27.5,,26.2,35,20
9/12/2013,25.3,,25.3,30.6,20
9/13/2013,19.7,,21.3,25,14.4
9/14/2013,15,,15.6,19.4,10.6
9/15/2013,14.2,,14.1,21.7,6.7
9/16/2013,14.45,,15.9,21.7,7.2
9/17/2013,11.1,,11.3,17.8,4.4
9/18/2013,12.8,,12.3,22.8,2.8
9/19/2013,15.85,,15.6,25.6,6.1
9/20/2013,16.95,,16.4,26.7,7.2
9/21/2013,18.05,,17.9,23.3,12.8
9/22/2013,16.15,,18.8,21.7,10.6
9/23/2013,12.25,,12.3,17.8,6.7
9/24/2013,13.35,,12.1,21.1,5.6
9/25/2013,13.6,,13.5,22.2,5
9/26/2013,14.15,,15.6,19.4,8.9
9/27/2013,13.6,,13.4,17.8,9.4
9/28/2013,15.85,,14.4,23.9,7.8
9/29/2013,15,,13.9,22.2,7.8
9/30/2013,14.45,,13.6,22.8,6.1
10/1/2013,16.1,,14.9,26.1,6.1
10/2/2013,19.15,,19,27.2,11.1
10/3/2013,17.8,,17.7,25.6,10
10/4/2013,15,,14.6,20,10
10/5/2013,18.6,,17.3,22.8,14.4
10/6/2013,15.55,,16.4,17.8,13.3
10/7/2013,19.15,,17.1,25,13.3
10/8/2013,13.6,,14.9,20,7.2
10/9/2013,11.65,,11.2,18.3,5
10/10/2013,10.25,,10,14.4,6.1
10/11/2013,15.55,,14.5,22.8,8.3
10/12/2013,13.9,,13.3,20,7.8
10/13/2013,12.25,,13.8,16.7,7.8
10/14/2013,10.8,,10.9,18.3,3.3
10/15/2013,15.55,,15,22.2,8.9
10/16/2013,11.95,,12.4,16.1,7.8
10/17/2013,18.3,,16.5,23.3,13.3
10/18/2013,13.9,,17.1,20.6,7.2
10/19/2013,11.65,,11.7,19.4,3.9
10/20/2013,11.95,,12.9,17.2,6.7
10/21/2013,11.1,,10.8,20,2.2
10/22/2013,10.8,,11.4,18.3,3.3
10/23/2013,6.15,,7.3,10.6,1.7
10/24/2013,6.95,,7.5,12.2,1.7
10/25/2013,4.8,,5.4,10.6,-1
10/26/2013,5.6,,5.2,12.8,-1.6
10/27/2013,8.35,,9.6,13.9,2.8
10/28/2013,7.25,,6.6,16.1,-1.6
10/29/2013,4.75,,5.3,10,-0.5
10/30/2013,6.15,,4.6,12.8,-0.5
10/31/2013,8.6,,5.6,16.1,1.1
11/1/2013,15.55,,17.2,20,11.1
11/2/2013,11.9,,12.7,19.4,4.4
11/3/2013,4.5,,8,10,-1
11/4/2013,1.2,,1.2,6.7,-4.3
11/5/2013,4.25,,2.2,11.7,-3.2
11/6/2013,9.75,,9.2,16.7,2.8
11/7/2013,10.3,,12.8,17.8,2.8
11/8/2013,5.55,,5.2,10,1.1
11/9/2013,2.55,,3.2,8.3,-3.2
11/10/2013,8.9,,7.4,13.9,3.9
11/11/2013,8.05,,7.3,11.7,4.4
11/12/2013,3.4,,4.4,10,-3.2
11/13/2013,-0.8,,-1.3,3.3,-4.9
11/14/2013,4.8,,3.3,11.7,-2.1
11/15/2013,6.45,,6.2,15.6,-2.7
11/16/2013,8.35,,8.4,15.6,1.1
11/17/2013,6.95,,6.7,13.3,0.6
11/18/2013,13.05,,14.6,18.3,7.8
11/19/2013,3.65,,6.8,8.3,-1
11/20/2013,-0.5,,0.4,5,-6
11/21/2013,0.05,,-1.2,8.3,-8.2
11/22/2013,8.1,,7.3,10.6,5.6
11/23/2013,3.95,,6.3,10,-2.1
11/24/2013,-4.6,,-3.8,-2.1,-7.1
11/25/2013,-3.25,,-4.2,1.7,-8.2
11/26/2013,1.7,,1.2,3.9,-0.5
11/27/2013,5.6,,4.8,10.6,0.6
11/28/2013,-1.05,,0.1,2.2,-4.3
11/29/2013,-2.2,,-2.5,2.2,-6.6
11/30/2013,-5.25,,-4.7,0,-10.5
12/1/2013,1.7,,0.4,5,-1.6
12/2/2013,1.15,,3.1,5,-2.7
12/3/2013,2.85,,1.8,7.8,-2.1
12/4/2013,2.25,,1.8,8.3,-3.8
12/5/2013,6.65,,3.1,11.1,2.2
12/6/2013,6.15,,8.4,11.7,0.6
12/7/2013,0.9,,1.8,3.9,-2.1
12/8/2013,-2.75,,-2.2,0,-5.5
12/9/2013,-1.05,,-1.1,1.1,-3.2
12/10/2013,-2.7,,-0.2,0.6,-6
12/11/2013,-4.9,,-4,-1.6,-8.2
12/12/2013,-6.85,,-5.6,-3.8,-9.9
12/13/2013,-4.1,,-5.6,0,-8.2
12/14/2013,-8,,-8.2,-5.5,-10.5
12/15/2013,-3.3,,-4.9,1.1,-7.7
12/16/2013,-7.15,,-3.6,-1.6,-12.7
12/17/2013,-13.25,,-12.1,-7.7,-18.8
12/18/2013,-4.65,,-5.7,0.6,-9.9
12/19/2013,0.35,,0.3,6.7,-6
12/20/2013,3.1,,2.3,8.3,-2.1
12/21/2013,7.8,,6.8,11.7,3.9
12/22/2013,13.05,,12.7,17.8,8.3
12/23/2013,8.6,,11,15,2.2
12/24/2013,-1.35,,1.8,2.8,-5.5
12/25/2013,-6.85,,-5.7,-3.2,-10.5
12/26/2013,-3.55,,-4.9,-0.5,-6.6
12/27/2013,-3,,-2.9,2.8,-8.8
12/28/2013,1.95,,0.8,9.4,-5.5
12/29/2013,1.45,,0.8,5.6,-2.7
12/30/2013,-3,,1.4,3.3,-9.3
12/31/2013,-7.4,,-7.6,-2.7,-12.1
1/1/2014,-4.9,,-4.8,-0.5,-9.3
1/2/2014,-9.65,,-7.1,-5.5,-13.8
1/3/2014,-14.9,,-12.7,-11,-18.8
1/4/2014,-13.25,,-14.5,-3.8,-22.7
1/5/2014,-7.75,,-6.2,0,-15.5
1/6/2014,4.8,,3.1,12.8,-3.2
1/7/2014,-8.8,,-9.3,-2.7,-14.9
1/8/2014,-10.75,,-12.2,-6,-15.5
1/9/2014,-5.75,,-6.2,-0.5,-11
1/10/2014,-4.95,,-5.4,1.1,-11
1/11/2014,7.25,,4.2,13.9,0.6
1/12/2014,6.4,,7.8,12.2,0.6
1/13/2014,2.85,,2.8,8.9,-3.2
1/14/2014,5.85,,6.7,7.8,3.9
1/15/2014,3.35,,3.3,9.4,-2.7
1/16/2014,2.75,,2.3,4.4,1.1
1/17/2014,2.85,,1.8,6.7,-1
1/18/2014,1.4,,0.1,4.4,-1.6
1/19/2014,-0.8,,-1.2,1.1,-2.7
1/20/2014,0.85,,2.2,7.2,-5.5
1/21/2014,-9.1,,-7.1,-5.5,-12.7
1/22/2014,-12.15,,-12.1,-8.8,-15.5
1/23/2014,-11.6,,-12.9,-6.6,-16.6
1/24/2014,-11.85,,-11.7,-7.7,-16
1/25/2014,-4.95,,-5.9,0,-9.9
1/26/2014,-8.8,,-7.3,-6,-11.6
1/27/2014,-1.05,,-3.7,5.6,-7.7
1/28/2014,-10.15,,-8.9,-7.1,-13.2
1/29/2014,-7.1,,-8,-3.2,-11
1/30/2014,-7.95,,-7.8,-1.6,-14.3
1/31/2014,-0.25,,-1.9,6.1,-6.6
2/1/2014,2.55,,2.3,8.3,-3.2
2/2/2014,5,,3.7,10,0
2/3/2014,-1.9,,1.3,2.2,-6
2/4/2014,-5.5,,-4.4,-0.5,-10.5
2/5/2014,-2.65,,-2.6,-2.1,-3.2
2/6/2014,-6.85,,-4.6,-2.7,-11
2/7/2014,-9.05,,-8.4,-1,-17.1
2/8/2014,-9.6,,-7.7,-2.1,-17.1
2/9/2014,-4.6,,-4.9,-1,-8.2
2/10/2014,-6.85,,-5.3,-3.2,-10.5
2/11/2014,-10.75,,-9.5,-4.9,-16.6
2/12/2014,-12.1,,-10.8,-4.3,-19.9
2/13/2014,-3.55,,-5.8,0.6,-7.7
2/14/2014,-0.5,,0.1,3.9,-4.9
2/15/2014,-3.55,,-2.7,0,-7.1
2/16/2014,-4.05,,-3.4,-1,-7.1
2/17/2014,-8.25,,-6.6,-1.6,-14.9
2/18/2014,-9.05,,-8.5,-3.8,-14.3
2/19/2014,-6.3,,-6.9,0.6,-13.2
2/20/2014,2.55,,2.1,7.8,-2.7
2/21/2014,0.9,,1.9,2.8,-1
2/22/2014,3.4,,3.2,10.6,-3.8
2/23/2014,3.65,,4.1,9.4,-2.1
2/24/2014,0.35,,1.3,6.7,-6
2/25/2014,-5.45,,-5.2,-2.1,-8.8
2/26/2014,-7.7,,-6.9,-1.6,-13.8
2/27/2014,-8.8,,-9.3,-1.6,-16
2/28/2014,-9.9,,-9.8,-5.5,-14.3
3/1/2014,-8.55,,-9.3,0.6,-17.7
3/2/2014,-0.5,,0.2,2.8,-3.8
3/3/2014,-7.7,,-5.9,-3.8,-11.6
3/4/2014,-9.1,,-9.4,-2.7,-15.5
3/5/2014,-4.65,,-3.6,-1.6,-7.7
3/6/2014,-6.85,,-7.2,-1,-12.7
3/7/2014,-7.15,,-7.5,1.7,-16
3/8/2014,3.4,,2.7,10,-3.2
3/9/2014,0.6,,1.9,3.3,-2.1
3/10/2014,3.1,,1.4,7.2,-1
3/11/2014,6.4,,6.1,13.3,-0.5
3/12/2014,3.4,,5.3,7.8,-1
3/13/2014,-5.45,,-4.7,-1.6,-9.3
3/14/2014,-2.15,,-4.4,3.9,-8.2
3/15/2014,6.7,,5.2,12.8,0.6
3/16/2014,-2.7,,-0.3,0.6,-6
3/17/2014,-3.55,,-4.7,0.6,-7.7
3/18/2014,-1.3,,-2.9,5.6,-8.2
3/19/2014,1.45,,0.5,10,-7.1
3/20/2014,5.85,,4,11.1,0.6
3/21/2014,2.55,,3.7,7.2,-2.1
3/22/2014,5.05,,3.6,15,-4.9
3/23/2014,-1.1,,1.2,3.3,-5.5
3/24/2014,-4.35,,-4,0.6,-9.3
3/25/2014,-3.3,,-3.1,3.3,-9.9
3/26/2014,-1.9,,-0.1,2.2,-6
3/27/2014,0.35,,-1.6,7.8,-7.1
3/28/2014,5.55,,4.6,10,1.1
3/29/2014,6.95,,7.9,11.1,2.8
3/30/2014,4.7,,5.1,6.1,3.3
3/31/2014,2.8,,3.3,5,0.6
4/1/2014,6.95,,6.1,14.4,-0.5
4/2/2014,7.55,,7.1,16.1,-1
4/3/2014,9.75,,8.9,15.6,3.9
4/4/2014,7.2,,7.3,12.2,2.2
4/5/2014,7.5,,5.7,12.8,2.2
4/6/2014,7.3,,6.3,15.6,-1
4/7/2014,6.95,,7.5,14.4,-0.5
4/8/2014,13.3,,10.7,19.4,7.2
4/9/2014,9.15,,9.4,15,3.3
4/10/2014,7.25,,7.7,16.1,-1.6
4/11/2014,14.15,,12.7,19.4,8.9
4/12/2014,13.35,,13.1,21.7,5
4/13/2014,15,,14.3,23.9,6.1
4/14/2014,18.9,,18.2,23.9,13.9
4/15/2014,8.6,,16.1,17.2,0
4/16/2014,3.4,,2.6,7.8,-1
4/17/2014,3.95,,3.2,11.1,-3.2
4/18/2014,3.1,,3.3,9.4,-3.2
4/19/2014,9.7,,9.7,18.3,1.1
4/20/2014,8.6,,9.4,16.1,1.1
4/21/2014,10.35,,9.9,21.7,-1
4/22/2014,14.45,,13.4,22.8,6.1
4/23/2014,10.3,,10.9,13.9,6.7
4/24/2014,10,,9.2,15.6,4.4
4/25/2014,11.1,,11,19.4,2.8
4/26/2014,8.9,,8.6,12.8,5
4/27/2014,9.45,,9.4,13.9,5
4/28/2014,11.1,,10.8,18.9,3.3
4/29/2014,7.8,,9.2,10.6,5
4/30/2014,5.8,,5.9,7.2,4.4
5/1/2014,13.65,,9.9,20.6,6.7
5/2/2014,14.45,,15.1,20.6,8.3
5/3/2014,13.05,,13.8,21.7,4.4
5/4/2014,13.85,,13.8,18.3,9.4
5/5/2014,14.15,,12.9,19.4,8.9
5/6/2014,11.95,,12.8,18.9,5
5/7/2014,11.95,,12.8,21.1,2.8
5/8/2014,11.15,,11.6,15.6,6.7
5/9/2014,13.9,,14,15.6,12.2
5/10/2014,21.65,,18.8,28.3,15
5/11/2014,20.25,,19.9,27.2,13.3
5/12/2014,20.8,,20.6,32.2,9.4
5/13/2014,16.15,,18.2,21.7,10.6
5/14/2014,15.55,,14.5,22.2,8.9
5/15/2014,20.3,,18.8,25,15.6
5/16/2014,18.6,,18.8,20,17.2
5/17/2014,16.4,,17.8,22.2,10.6
5/18/2014,13.9,,14.6,21.1,6.7
5/19/2014,14.45,,14.9,21.1,7.8
5/20/2014,18.05,,17.9,25,11.1
5/21/2014,16.4,,17.1,25.6,7.2
5/22/2014,14.7,,15.3,16.1,13.3
